churned,id,customer_code,co_name,total_spend,week_minus_4,week_minus_3,week_minus_2,last_week,4-3_delta,3-2_delta,2-1_delta
0,271,2965,Munoz PLC,41695.89,1.67,2.26,2.1,1.43,0.59,-0.16,-0.67
0,272,2282,Barnett-Sanchez,51473.91,0.63,1.23,1.97,1.12,0.6,0.74,-0.85
0,273,574,Kim-Franklin,65583.08,0.71,2.3,2.28,2.15,1.59,-0.02,-0.13
0,274,2248,Smith Olson and Estrada,64776.97,1.61,0.59,2.22,0.75,-1.02,1.63,-1.47
0,275,1322,Doyle-Guerra,55981.77,1.45,0.4,2.05,2.1,-1.05,1.65,0.05
0,276,1991,Hanson-Torres,57940.62,1.29,2.14,2.47,1.2,0.85,0.33,-1.27
1,277,1321,Bailey-Baker,70677.08,1.57,1.48,0.05,1.96,-0.09,-1.43,1.91
0,278,1867,Singh Dickson and Collier,44787.64,1.01,1.2,1.83,1.18,0.19,0.63,-0.65
0,279,250,Castillo Davis and Martinez,58689.89,0.49,1.08,1.96,0.77,0.59,0.88,-1.19
0,280,1249,Rivera-Mcdonald,75264.9,1.51,2.15,1.05,0.71,0.64,-1.1,-0.34
0,281,618,West Castro and Carpenter,56818.38,2.28,1.62,1.04,1.38,-0.66,-0.58,0.34
0,282,644,Lopez PLC,77660.04,0.71,2.42,2.33,0.1,1.71,-0.09,-2.23
1,283,478,Thompson LLC,44368.45,1.8,0.18,2.04,0.85,-1.62,1.86,-1.19
0,284,1877,Walker-Lopez,77841.99,1.02,0.14,1.95,1.35,-0.88,1.81,-0.6
0,285,2152,Brown Inc,66383.96,1.17,0.1,2.39,0.41,-1.07,2.29,-1.98
0,286,2123,Huff-Chang,66143.62,1.1,1.26,0.81,1.96,0.16,-0.45,1.15
0,287,373,Moreno Ryan and Jacobs,56514.96,1.98,2.01,1.57,0.72,0.03,-0.44,-0.85
0,288,985,Taylor-Wolf,66244.19,1.27,2.2,1.68,1,0.93,-0.52,-0.68
0,289,948,Whitaker Miller and Dalton,43582.27,1.06,0.52,0.7,1.69,-0.54,0.18,0.99
0,290,1855,Harris Medina and Berger,59503.02,2.31,2.45,2.45,0.15,0.14,0,-2.3
0,291,1717,Mata Ltd,46650.51,0.68,2.45,1.26,2.01,1.77,-1.19,0.75
0,292,750,Burgess-Smith,65904.35,2.37,1.05,2.44,1.17,-1.32,1.39,-1.27
0,293,2190,Brown Johnson and Moses,69031.52,1.74,0.63,1.09,1.87,-1.11,0.46,0.78
0,294,2173,Johnson Stanley and David,69953.52,2.01,1.2,1.05,1.41,-0.81,-0.15,0.36
0,295,301,Gallagher-Sandoval,74586.89,2.06,1.19,1.57,2.47,-0.87,0.38,0.9
0,296,2665,Johns LLC,76885.27,0.13,1.43,1.47,1.01,1.3,0.04,-0.46
0,297,1929,Rocha-Williams,40367.93,1.88,1.76,2.35,0.57,-0.12,0.59,-1.78
0,298,2745,Flores-Conner,54118.71,1.11,1.2,1.92,1.23,0.09,0.72,-0.69
0,299,2771,Powell Ltd,75378.29,1.26,0.92,1.49,1.43,-0.34,0.57,-0.06
0,300,486,Jones and Sons,70451.95,0.44,2.22,1.76,1.29,1.78,-0.46,-0.47
0,301,651,Kennedy Hayes and Lee,50896.72,1.12,1.1,2.12,0.89,-0.02,1.02,-1.23
0,302,2098,Torres Cowan and Cuevas,68566.43,2.11,1.42,1.7,2.24,-0.69,0.28,0.54
0,303,2702,Garcia LLC,60822.04,0.59,1.05,0.57,0.46,0.46,-0.48,-0.11
0,304,839,Owens Baker and Sharp,50470.79,0.46,0.11,2.2,0.88,-0.35,2.09,-1.32
1,305,449,Ellis-Ho,47783.63,0.95,0.14,1.81,0.86,-0.81,1.67,-0.95
0,306,2200,Bridges-Park,60636.93,0.86,1.32,1.49,0.48,0.46,0.17,-1.01
0,307,2175,Richardson-Garcia,69280.57,1.12,1.1,0.21,0.57,-0.02,-0.89,0.36
0,308,259,Rose Reyes and Anderson,57294.98,0.56,0.47,1.6,0.74,-0.09,1.13,-0.86
0,309,306,Hansen PLC,49685.74,1.54,1.93,1.09,1.35,0.39,-0.84,0.26
0,310,1320,Kim Lewis and Henry,60140.58,1.75,1.66,0.94,2.09,-0.09,-0.72,1.15
0,311,2084,Marshall PLC,65920.79,0.25,0.33,0.93,0.09,0.08,0.6,-0.84
0,312,1364,Colon PLC,40279.07,0.63,0.22,1.62,1.56,-0.41,1.4,-0.06
0,313,1973,Soto-Phillips,48453.24,0.23,0.42,1.83,1.9,0.19,1.41,0.07
0,314,779,Campbell-Martinez,51082.34,2.37,1.32,1.15,2.01,-1.05,-0.17,0.86
0,315,1634,Morris and Sons,77454.92,1.84,0.24,0.38,1.8,-1.6,0.14,1.42
0,316,228,Ramirez-Moreno,54467.77,0.43,0.91,2.47,2.42,0.48,1.56,-0.05
0,317,1059,Olson White and Tucker,65818.04,0.95,1.58,1.7,1.42,0.63,0.12,-0.28
0,318,1851,Gallegos Lee and Smith,73931.01,1.42,2.18,1.57,1.4,0.76,-0.61,-0.17
0,319,853,James Inc,45145.12,0.62,1.14,2.38,2.17,0.52,1.24,-0.21
0,320,2703,Kelly PLC,69982.9,0.31,1.58,1.65,0.86,1.27,0.07,-0.79
0,321,2685,Pierce Schmidt and Park,75073.13,0.44,1.95,1.1,2.48,1.51,-0.85,1.38
0,322,2794,Bennett-Roberts,63428.57,1.22,1.91,2.21,0.05,0.69,0.3,-2.16
0,323,2299,Brown and Sons,74084.53,0.05,1.75,1.86,1.01,1.7,0.11,-0.85
1,324,1423,Green-Harrison,54719.24,1.44,1.76,0.11,2.27,0.32,-1.65,2.16
0,325,283,Yu and Sons,56607.3,0.99,0.34,0.26,1.19,-0.65,-0.08,0.93
0,326,1150,Reed-Terrell,72707.71,2.49,0.97,2.01,0.18,-1.52,1.04,-1.83
0,327,436,Peterson Martinez and Russell,50588.84,0.22,1.41,0.71,1.81,1.19,-0.7,1.1
0,328,271,Branch Jacobs and Gutierrez,69090.59,0.93,2.41,1.55,0.84,1.48,-0.86,-0.71
0,329,2539,Walker-Jones,64693.24,1.78,1.52,2.3,2.49,-0.26,0.78,0.19
0,330,4,Mccall Inc,49787.91,0.86,0.35,1.84,0.94,-0.51,1.49,-0.9
0,331,2819,Salazar Ltd,63507.83,1.19,0.7,0.64,1.85,-0.49,-0.06,1.21
1,332,1270,Cook-Robinson,61999.53,1.51,0.17,2.17,1.47,-1.34,2,-0.7
1,333,2587,Li Robertson and White,53810.67,1.3,0.84,0.19,0.98,-0.46,-0.65,0.79
0,334,203,Moore-Dunn,48974.85,1.94,0.6,1.99,1.71,-1.34,1.39,-0.28
0,335,1328,Coleman-Hoover,54273.95,2.28,0.86,0.34,1.69,-1.42,-0.52,1.35
0,336,1365,Bennett Cooper and Jones,48081.82,1.72,1.33,0.77,0.45,-0.39,-0.56,-0.32
0,337,2300,Taylor-Blevins,45285.43,0.8,1.03,0.03,0.47,0.23,-1,0.44
0,338,2151,Norman Inc,63184.37,2.42,0.35,1.23,1.74,-2.07,0.88,0.51
0,339,1107,Kirby Ltd,78469.28,1.84,0.83,1.56,0.16,-1.01,0.73,-1.4
0,340,2312,Lopez-Key,74495.76,0.27,0.22,0.94,0.82,-0.05,0.72,-0.12
0,341,613,Clay-Richardson,43002.37,1.38,1.34,0.28,1.58,-0.04,-1.06,1.3
0,342,1453,Alvarado-Harris,43202.97,1.22,0.82,1.63,0.92,-0.4,0.81,-0.71
0,343,212,Graham Ltd,64132.23,1.65,1.79,2.41,1.17,0.14,0.62,-1.24
0,344,986,Green Jackson and Grant,66574.75,1.03,1.52,0.82,0.54,0.49,-0.7,-0.28
0,345,957,Dominguez LLC,41415.91,1.89,2.05,1.18,2.35,0.16,-0.87,1.17
0,346,2818,Wyatt-Johnson,49241.64,0.38,1.13,2.38,2.31,0.75,1.25,-0.07
0,347,1668,Becker Day and Thomas,79092.16,1.32,0.48,1.12,2.25,-0.84,0.64,1.13
0,348,587,Ayers-Gutierrez,46414.76,1.48,0.23,1.51,0.39,-1.25,1.28,-1.12
1,349,1199,Tucker Franklin and Terry,41435.73,1.63,0.08,0.49,1.17,-1.55,0.41,0.68
0,350,326,Fuller Murray and Deleon,66990.27,1.26,0.9,1.79,2.13,-0.36,0.89,0.34
0,351,1654,Jackson and Sons,45315.28,1.33,2.15,1.2,1.12,0.82,-0.95,-0.08
0,352,196,Smith Perez and Cunningham,46094.01,1.6,2.46,0.37,2.06,0.86,-2.09,1.69
0,353,595,Goodman Inc,57075.27,2.21,2.24,1.14,0.74,0.03,-1.1,-0.4
0,354,928,Mccall LLC,73813.35,2.49,0.09,2,0.75,-2.4,1.91,-1.25
0,355,1463,Ramirez Ltd,78357.58,0.85,0.6,1.51,0.11,-0.25,0.91,-1.4
0,356,2617,Mitchell LLC,61576.51,0.45,1.8,0.4,0.42,1.35,-1.4,0.02
1,357,2620,Schmitt Group,76798.13,1.2,0.11,2.5,1.04,-1.09,2.39,-1.46
0,358,1747,Garcia LLC,79671.1,1.76,1.25,2.09,0.09,-0.51,0.84,-2
0,359,2676,Miranda-Contreras,47965.29,1.48,0.39,1.75,2.38,-1.09,1.36,0.63
0,360,1703,Greene-Cook,70087.49,1.72,1.96,1.86,0.86,0.24,-0.1,-1
0,361,209,Peterson-Taylor,73937.3,1.28,2.17,1.23,2.32,0.89,-0.94,1.09
0,362,1250,Bruce-Brown,53945.25,2.32,0.44,1.01,2.04,-1.88,0.57,1.03
0,363,1694,Mcmillan-Johnson,69304.13,0.52,0.73,1.47,0.56,0.21,0.74,-0.91
1,364,1745,Shea Jones and Marshall,68179.8,1.57,1.05,0.04,2.12,-0.52,-1.01,2.08
0,365,727,Hill PLC,58886.76,1.83,1.31,1.1,1.71,-0.52,-0.21,0.61
0,366,2432,Rodriguez Smith and Barry,75144.06,1.51,1.22,0.83,2.06,-0.29,-0.39,1.23
1,367,686,Sullivan Group,41592.57,1.71,2.5,0.16,1.44,0.79,-2.34,1.28
0,368,2156,Parrish Rivera and Pope,61580.79,1.48,0.58,1.58,0.29,-0.9,1,-1.29
1,369,1163,Le-Navarro,52209.34,2.38,0.81,0.01,1.69,-1.57,-0.8,1.68
0,370,2184,Hines Group,77596.69,1.02,1.52,2.3,1.76,0.5,0.78,-0.54
0,371,109,Cooper Group,63472.73,1.71,1.12,0.47,2.11,-0.59,-0.65,1.64
0,372,150,Holden LLC,63720.62,0.76,1.71,1.11,2.37,0.95,-0.6,1.26
0,373,370,Jones Alvarez and Lawson,75039.34,0.44,2.22,2.26,2.44,1.78,0.04,0.18
1,374,1078,Williams Williams and Holmes,60436.16,1.93,0.73,0.19,2.01,-1.2,-0.54,1.82
0,375,2943,Williams-Davis,79057.38,1.12,2.25,0.36,1.8,1.13,-1.89,1.44
0,376,2880,Walker-Baxter,45175.7,0.43,1.52,0.49,1.64,1.09,-1.03,1.15
0,377,2672,Evans Brown and Mccoy,72646.19,1.58,0.86,1.46,2.13,-0.72,0.6,0.67
0,378,2352,Morris and Sons,75966.03,0.4,1.77,0.39,0.19,1.37,-1.38,-0.2
0,379,2976,Cobb Gordon and Oliver,76895.73,0.28,1.33,0.62,1.84,1.05,-0.71,1.22
0,380,2365,Ware Nichols and Francis,44079.31,2.27,1.35,1.64,0.9,-0.92,0.29,-0.74
0,381,562,Smith Williams and Norris,43870.98,1.35,1.72,1.66,1.72,0.37,-0.06,0.06
0,382,2105,Gillespie Stout and Hull,74739.47,0.02,1.11,1.24,0.96,1.09,0.13,-0.28
0,383,1308,Wu Pace and Perez,57435.18,0.58,1.11,1.26,2.23,0.53,0.15,0.97
0,384,1239,Perez and Sons,69963.14,0.06,0.54,1.08,0.55,0.48,0.54,-0.53
0,385,1393,Miller-Swanson,73439.52,0.47,0.32,2.32,0.56,-0.15,2,-1.76
0,386,790,Guerrero-Andrews,65431.88,2.26,0.94,2.4,0.14,-1.32,1.46,-2.26
0,387,830,Cruz LLC,47975.39,2.38,1.57,1.68,0.35,-0.81,0.11,-1.33
0,388,1511,Harris Ltd,57317.75,0.91,2.03,2.22,1.52,1.12,0.19,-0.7
0,389,2838,Klein Byrd and Smith,68077.7,0.42,2.1,0.4,2.42,1.68,-1.7,2.02
0,390,2225,Walton Harrington and Martin,40490.62,1.06,2,0.76,1.82,0.94,-1.24,1.06
0,391,2979,Schwartz Dominguez and Howard,54962.73,2.49,0.19,0.52,1.03,-2.3,0.33,0.51
0,392,2433,White LLC,65276.82,2.34,2.02,0.56,1.91,-0.32,-1.46,1.35
0,393,2134,Pitts-Jackson,46686.11,1.72,0.2,1.3,0.36,-1.52,1.1,-0.94
0,394,1814,Madden and Sons,71879.91,2.19,1.4,1.86,2.5,-0.79,0.46,0.64
0,395,2626,Cox Garcia and Trujillo,77871.93,1.45,0.15,1.56,2.36,-1.3,1.41,0.8
0,396,239,House Hill and Brooks,70379.52,0.66,2.36,1.73,1.27,1.7,-0.63,-0.46
0,397,2434,Villa-Cherry,44510.55,2.32,1.19,1.87,0.65,-1.13,0.68,-1.22
0,398,1176,Branch Nelson and Strickland,49453.8,0.66,1.83,0.56,1.81,1.17,-1.27,1.25
0,399,1110,Powell-Yu,64417.95,1.03,2.48,1.85,0.43,1.45,-0.63,-1.42
0,400,725,Franco-Martinez,49793.13,1.11,0.3,0.61,0.96,-0.81,0.31,0.35
0,401,1535,Ward Colon and Burnett,53868.03,1.1,0.42,0.94,2.17,-0.68,0.52,1.23
0,402,2412,Little Group,53082.5,2.11,0.46,0.78,1.22,-1.65,0.32,0.44
0,403,849,King-Welch,62798.51,0.96,2.42,1.03,0.84,1.46,-1.39,-0.19
0,404,733,Edwards-Green,40695.58,0.75,0.7,1.67,1.64,-0.05,0.97,-0.03
0,405,744,Elliott Johnson and Mason,76739.35,1.53,1.61,1.43,0.11,0.08,-0.18,-1.32
0,406,1608,Garcia Padilla and Fowler,41785.36,0.53,1.45,0.26,1.12,0.92,-1.19,0.86
0,407,2232,Lee-Perry,75625.33,2.19,0.83,1.5,0.8,-1.36,0.67,-0.7
0,408,1610,Wilson-Cruz,59334.69,0.48,1.43,2.3,0.42,0.95,0.87,-1.88
0,409,1132,Hensley Inc,72189.42,0.7,1.47,0.84,0.74,0.77,-0.63,-0.1
1,410,1261,Mason and Sons,79804.39,1.03,1.41,0.18,1.76,0.38,-1.23,1.58
0,411,2824,Krueger-Mitchell,51342.73,0.27,0.32,0.42,0.29,0.05,0.1,-0.13
0,412,2890,Weaver-Woodard,71106.96,1.34,1.84,2.39,2.46,0.5,0.55,0.07
0,413,206,Blackburn PLC,56163.27,0.85,0.73,2.05,1.45,-0.12,1.32,-0.6
0,414,2899,Kennedy-Morton,66592.55,0.94,2.04,0.86,2.35,1.1,-1.18,1.49
0,415,791,Boone-Reyes,74277.71,1.8,0.84,0.79,0.04,-0.96,-0.05,-0.75
0,416,553,Wu-Braun,75111.72,0.89,2.31,2.07,1.02,1.42,-0.24,-1.05
0,417,2279,Brock Williams and Hernandez,56419.8,0.81,2.12,0.55,1.3,1.31,-1.57,0.75
0,418,989,Holt Ford and Donovan,41735.99,2.45,0.36,2.03,0.76,-2.09,1.67,-1.27
1,419,2643,Pham Inc,64676.32,1.48,0.1,0.48,1.05,-1.38,0.38,0.57
0,420,1226,Mills Peters and James,78962.13,0.59,0.5,2.33,1.41,-0.09,1.83,-0.92
0,421,2970,Foster PLC,67095.7,1.39,1.75,1.71,0.31,0.36,-0.04,-1.4
0,422,2855,Reed and Sons,79877.74,0.53,1.49,2.2,1.29,0.96,0.71,-0.91
0,423,105,Griffin-Miller,60427.66,1.55,2.41,1.12,0.52,0.86,-1.29,-0.6
0,424,1394,Moore-Lambert,61956.48,1.82,0.9,2.12,2.04,-0.92,1.22,-0.08
0,425,2752,Garrett Ltd,76247.18,0.62,1.75,0.14,0.11,1.13,-1.61,-0.03
0,426,1780,Haney Alexander and Waller,47691.87,0.75,1.1,0.71,1.46,0.35,-0.39,0.75
0,427,2854,Knox Brown and Alvarez,49591.15,0.72,0.66,1.88,1.9,-0.06,1.22,0.02
0,428,1748,Cochran Harrington and Miller,52381.27,1.4,1.86,1.1,1.18,0.46,-0.76,0.08
0,429,2376,Parker Stanton and Cox,68621.85,0.92,1.76,2.12,0.21,0.84,0.36,-1.91
0,430,2868,Petersen-Rodriguez,79968.76,1.4,0.62,0.64,0.76,-0.78,0.02,0.12
0,431,2010,Aguilar-Chen,76646.49,1.4,0.13,1.64,1.02,-1.27,1.51,-0.62
0,432,2645,Stevenson-Jackson,60201.79,1.21,0.82,0.76,0.41,-0.39,-0.06,-0.35
0,433,2169,Sandoval-Mccoy,79608.68,0.89,0.82,0.69,2.11,-0.07,-0.13,1.42
0,434,722,Holloway-Patrick,50858.09,1.8,0.81,1.37,1.35,-0.99,0.56,-0.02
1,435,788,Maldonado-Williamson,66952.74,0.76,1.34,0.18,1.5,0.58,-1.16,1.32
1,436,820,Bass and Sons,76673.17,1.46,1.15,0.02,2.28,-0.31,-1.13,2.26
0,437,2050,Michael and Sons,57577.33,1.07,2.12,0.83,1.93,1.05,-1.29,1.1
1,438,115,Braun-Clark,78880.3,2.4,0.91,0.08,1.18,-1.49,-0.83,1.1
0,439,1592,Navarro-Doyle,58313.43,1.72,1.56,0.76,0.38,-0.16,-0.8,-0.38
0,440,263,Powers Inc,76689.87,0.5,1.21,1.56,2.29,0.71,0.35,0.73
0,441,2149,Williams Walker and Baker,78341.12,0.13,0.68,0.48,2.15,0.55,-0.2,1.67
0,442,2240,Clark-Ramirez,79577.49,1.22,1.42,2.1,1.5,0.2,0.68,-0.6
1,443,1332,White-Johnson,76537.07,2.29,0.19,1.8,1.43,-2.1,1.61,-0.37
0,444,1932,Brown Franco and Kirby,49785.55,0.69,0.07,1.86,0.39,-0.62,1.79,-1.47
0,445,980,Peterson-George,62996.03,0.19,0.01,2.25,1.72,-0.18,2.24,-0.53
0,446,619,Porter Harrison and Williams,49310.05,0.04,1,1.67,1.22,0.96,0.67,-0.45
0,447,2187,Gonzales-Williams,63159.9,0.68,0.91,1.22,1.35,0.23,0.31,0.13
0,448,2920,Keller Santiago and Cowan,59752.64,0.72,0.41,0.31,0.69,-0.31,-0.1,0.38
0,449,561,Chen Group,70197.29,0.95,1.45,1.43,1.53,0.5,-0.02,0.1
0,450,2046,Morrow-Lewis,44451.91,1.73,1.46,0.42,0.1,-0.27,-1.04,-0.32
0,451,16,Williams-Henry,59048.77,1.8,2.12,1,1.65,0.32,-1.12,0.65
0,452,2374,Frazier Group,42007.82,1.19,1.09,1.43,1.32,-0.1,0.34,-0.11
0,453,2716,Williams Williams and Richardson,42769.38,0.21,2.22,1.17,1.55,2.01,-1.05,0.38
0,454,2625,Salazar Richmond and Gonzales,49212.95,1.21,1.22,0.69,0.32,0.01,-0.53,-0.37
0,455,2006,Wheeler LLC,72454.04,1.24,0.47,1.38,0.1,-0.77,0.91,-1.28
0,456,1591,Perkins-Baird,69749.05,0.01,0.62,1.49,1.14,0.61,0.87,-0.35
0,457,2095,Martinez Molina and Howard,43155.1,0.81,0.98,1.21,1.83,0.17,0.23,0.62
0,458,337,Lopez Group,48393.06,1.35,0.43,1.69,1.02,-0.92,1.26,-0.67
0,459,1528,Woods Wilson and Berry,78665.36,1.06,1.86,1.85,1.47,0.8,-0.01,-0.38
0,460,66,Graves Griffin and Pearson,67964.18,1.67,2.48,1.32,2.03,0.81,-1.16,0.71
0,461,371,Owen-Fowler,44850.4,1.69,1.02,0.11,0.81,-0.67,-0.91,0.7
0,462,1074,Carter-Bolton,52997.67,1.2,0.97,1.48,1.15,-0.23,0.51,-0.33
0,463,982,Mcgee Inc,60759.65,0.74,0.11,0.68,1.41,-0.63,0.57,0.73
0,464,743,Jackson-Sanchez,59761.47,1.33,0.79,1.76,1.49,-0.54,0.97,-0.27
0,465,2224,Knight and Sons,54399.96,2.42,1.72,1.67,2.05,-0.7,-0.05,0.38
0,466,610,Johnson-Brown,58387.23,0.19,1.79,2.35,0.72,1.6,0.56,-1.63
0,467,406,Bailey Mayer and Solomon,63274.65,0.45,2.37,2.47,1.4,1.92,0.1,-1.07
0,468,2990,Fowler-Lopez,46575.02,1.96,1.11,1.07,0.91,-0.85,-0.04,-0.16
0,469,664,Grant-Mccoy,41047.09,2.26,0.09,0.35,2.26,-2.17,0.26,1.91
0,470,1412,Miller Ltd,76221.41,1.02,1.64,0.29,0.23,0.62,-1.35,-0.06
0,471,73,Cowan-Chang,61204.43,1.9,1.84,0.9,0.58,-0.06,-0.94,-0.32
1,472,2591,Hamilton and Sons,41739.56,0.71,0.14,2.45,2,-0.57,2.31,-0.45
0,473,870,Schroeder Ltd,69027.48,0.38,1.3,0.75,0.8,0.92,-0.55,0.05
0,474,1244,Cortez Rich and Pitts,63046.34,1.96,0.84,0.45,0.01,-1.12,-0.39,-0.44
0,475,2045,Francis LLC,59558.7,1.61,1.36,1.78,2.06,-0.25,0.42,0.28
0,476,2714,Chung-Benjamin,63743.52,0.77,0.6,0.55,1.13,-0.17,-0.05,0.58
0,477,1860,Henderson PLC,57418,0.92,1.07,1.39,0.2,0.15,0.32,-1.19
0,478,2140,Edwards Hernandez and Wilkerson,75787.72,1.41,2.14,1.9,0.22,0.73,-0.24,-1.68
0,479,2213,Torres-Sharp,48909.26,0.59,0.82,1.09,1.8,0.23,0.27,0.71
0,480,861,Page Fernandez and Marshall,65134.68,1.93,2.47,1.4,2.03,0.54,-1.07,0.63
0,481,2203,Martin Brady and Henderson,70145.63,1.69,0.33,2.14,1.44,-1.36,1.81,-0.7
0,482,867,Bailey Johnson and Burke,79503.07,0.37,1.68,0.26,1.78,1.31,-1.42,1.52
0,483,2843,Clark Jensen and Branch,46901.06,0.62,1.05,2.5,2.27,0.43,1.45,-0.23
0,484,554,Edwards Morrison and Lopez,68459.66,0.99,1,2.44,1.21,0.01,1.44,-1.23
0,485,2477,Martinez-Huynh,55841.1,1.93,1.04,0.39,1.4,-0.89,-0.65,1.01
0,486,1615,Bailey-Smith,56250.28,0.99,1.65,1.65,1.65,0.66,0,0
0,487,459,Melton Group,41992.22,0.39,1.22,0.98,1.88,0.83,-0.24,0.9
0,488,2837,Miller-Gonzalez,56873.45,0.98,1.36,0.27,0.68,0.38,-1.09,0.41
0,489,266,Richardson-Martin,47784.27,0.7,2.19,1.45,2.02,1.49,-0.74,0.57
1,490,1460,Lambert-Freeman,69295.47,2.04,0.02,2.24,2.07,-2.02,2.22,-0.17
0,491,2867,Wilson Ltd,41542.44,0.36,0.87,0.92,0.17,0.51,0.05,-0.75
0,492,1418,Wilson-Grant,47249.31,2.32,0.43,0.33,0.56,-1.89,-0.1,0.23
0,493,2302,Hahn-Johnston,78918.9,1.91,1.21,0.83,1.96,-0.7,-0.38,1.13
0,494,1144,Smith-Cole,78061.83,1.38,2.33,1.76,0.98,0.95,-0.57,-0.78
0,495,2917,Ray-Lewis,73007.02,1.75,0.2,1.23,0.43,-1.55,1.03,-0.8
1,496,1834,Sanchez Parks and Johnson,63878.06,1.9,0.03,1.3,0.73,-1.87,1.27,-0.57
0,497,509,Brown-Lawrence,51372.35,2.21,0.93,1.17,1.32,-1.28,0.24,0.15
0,498,2342,Thompson Fletcher and Nichols,59469.3,0.16,1.04,2.39,2.43,0.88,1.35,0.04
0,499,348,Bridges Group,41889.84,0.47,0.36,2.07,1.21,-0.11,1.71,-0.86
0,500,256,Gonzalez Group,12847.18,0.34,2.05,0.22,1.92,1.71,-1.83,1.7
0,501,1947,Moore-Morris,5972.86,1.79,2.02,1.55,2.34,0.23,-0.47,0.79
0,502,2898,Bush Hopkins and Martin,16304.88,0.48,0.27,0.64,0.75,-0.21,0.37,0.11
0,503,97,Andrews Inc,54886.55,0.67,0.36,0.45,2.29,-0.31,0.09,1.84
0,504,2274,Calderon Wells and Meyer,20547.62,1.17,1.14,1.66,1.07,-0.03,0.52,-0.59
0,505,2470,Carroll LLC,43016.33,1.3,1.53,0.03,0.8,0.23,-1.5,0.77
0,506,1570,Jackson Wilson and Clark,24019.08,2.03,1.27,0.88,1.28,-0.76,-0.39,0.4
0,507,2581,Haynes Solis and Roach,49871.47,0.14,0.06,1.11,0.83,-0.08,1.05,-0.28
0,508,584,Black-Johnson,76533.78,0.52,2.35,0.72,2.43,1.83,-1.63,1.71
0,509,1643,Thompson-Powell,7449.77,1.82,2.33,2.03,1.53,0.51,-0.3,-0.5
0,510,1088,Black Green and Hill,20919.62,1.71,2.27,2.48,1.52,0.56,0.21,-0.96
0,511,1849,Drake-Reed,69718.6,0.32,1.69,0.84,0.37,1.37,-0.85,-0.47
0,512,315,Ball and Sons,3200.74,1.23,0.31,1.72,0.02,-0.92,1.41,-1.7
0,513,40,Greer Evans and Higgins,16889.75,0.67,0.71,0.27,0.91,0.04,-0.44,0.64
0,514,1664,Barron Jones and Johnson,5173.71,0.87,0.65,2.4,1.88,-0.22,1.75,-0.52
0,515,331,Kramer Inc,23495.61,0.68,0.72,1.48,0.94,0.04,0.76,-0.54
0,516,2985,Fernandez Inc,23958.72,1.69,1.24,0.39,1.16,-0.45,-0.85,0.77
0,517,961,Boyer Miller and Harris,11560.56,1.88,0.54,1.64,2.11,-1.34,1.1,0.47
0,518,2480,Nguyen Group,31991.2,1.89,0.18,2.47,2.31,-1.71,2.29,-0.16
0,519,1117,Garrison LLC,21089.79,0.74,1.31,2.36,0.42,0.57,1.05,-1.94
0,520,2945,Gates Martin and Smith,12022.18,1.23,1.16,0.25,0.26,-0.07,-0.91,0.01
0,521,585,Gill Inc,11226.03,0.06,2.1,1.04,1.78,2.04,-1.06,0.74
0,522,1550,Moore Bennett and Gonzalez,54959.71,0.04,0.54,1.23,0.2,0.5,0.69,-1.03
1,523,1036,Owens-Turner,8635.44,1.26,0,0.66,0.86,-1.26,0.66,0.2
0,524,906,Chaney Allison and Delgado,44524.16,1.8,2.5,1.54,0.04,0.7,-0.96,-1.5
0,525,594,Campbell-Thompson,13704.33,2.49,1.24,0.88,1.29,-1.25,-0.36,0.41
0,526,2316,Rodriguez Payne and Gross,51578.01,0.28,2.04,0.77,0.18,1.76,-1.27,-0.59
1,527,831,Webb-Black,63244.67,1.11,0.36,0.06,2.15,-0.75,-0.3,2.09
0,528,1211,Cooper-Pineda,14021.76,0.47,0.68,1.94,1.46,0.21,1.26,-0.48
0,529,253,Rivera-Brown,39507.7,0.62,0.92,0.4,2,0.3,-0.52,1.6
1,530,2832,West Figueroa and Owen,58826.93,1.12,1.76,0.15,0.74,0.64,-1.61,0.59
0,531,1672,Jones-Campbell,1387.59,0.57,0.68,1.22,0.39,0.11,0.54,-0.83
0,532,2744,Durham Weber and Gibbs,52273.89,2.38,0.68,1.03,0.91,-1.7,0.35,-0.12
1,533,824,Wilson PLC,32407.06,0.82,0.07,1.77,0.81,-0.75,1.7,-0.96
0,534,1395,Avila and Sons,4746.98,1,0.44,2.41,2.45,-0.56,1.97,0.04
0,535,2088,Brown Weiss and Rollins,11598.38,2.19,0.09,0.35,1.99,-2.1,0.26,1.64
0,536,2958,Vega Cooper and Diaz,15916.24,2.07,1.17,2,2.25,-0.9,0.83,0.25
0,537,570,Figueroa Allen and Little,16036.95,0.47,1.31,1.45,1.9,0.84,0.14,0.45
0,538,173,Shea-Snyder,11504.76,0.64,1.74,0.34,0.44,1.1,-1.4,0.1
0,539,93,Mendoza-Bryant,53909.95,0.34,1.35,2.13,1.35,1.01,0.78,-0.78
0,540,433,Murray-Ramirez,13430.11,2.31,2.41,0.6,1.27,0.1,-1.81,0.67
0,541,2163,Cook Ltd,64296.92,2.18,1.91,2.15,2.37,-0.27,0.24,0.22
0,542,905,Gomez PLC,58304.59,1.24,0.29,0.74,2.48,-0.95,0.45,1.74
1,543,1274,Zamora Sullivan and Case,38664.03,2.28,0.5,0.04,1.21,-1.78,-0.46,1.17
